date,close
2011-09-19,2460.659912109375
2011-09-20,2490.93994140625
2011-09-21,2519.47998046875
2011-09-22,2442.6201171875
2011-09-23,2422.510009765625
2011-09-26,2388.9599609375
2011-09-27,2432.389892578125
2011-09-28,2409.139892578125
2011-09-29,2404.39990234375
2011-09-30,2394.719970703125
2011-10-03,2356.699951171875
2011-10-04,2330.739990234375
2011-10-05,2304.409912109375
2011-10-07,2340.179931640625
2011-10-10,2362.81005859375
2011-10-11,2370.72998046875
2011-10-12,2402.25
2011-10-13,2402.590087890625
2011-10-14,2415.449951171875
2011-10-17,2421.639892578125
2011-10-18,2395.580078125
2011-10-19,2422.010009765625
2011-10-20,2408.81005859375
2011-10-21,2398.60009765625
2011-10-24,2388.360107421875
2011-10-25,2390.090087890625
2011-10-28,2453.590087890625
2011-10-31,2462.830078125
2011-11-01,2450.7099609375
2011-11-02,2447.0
2011-11-03,2441.929931640625
2011-11-04,2457.9599609375
2011-11-08,2461.139892578125
2011-11-09,2432.419921875
2011-11-11,2394.0
2011-11-14,2351.97998046875
2011-11-15,2285.6201171875
2011-11-16,2261.1201171875
2011-11-17,2233.22998046875
2011-11-18,2208.3701171875
2011-11-21,2168.239990234375
2011-11-22,2166.8701171875
2011-11-23,2123.239990234375
2011-11-24,2144.530029296875
2011-11-25,2157.5
2011-11-28,2190.7900390625
2011-11-29,2178.72998046875
2011-11-30,2153.050048828125
2011-12-01,2170.02001953125
2011-12-02,2192.85009765625
2011-12-05,2195.8798828125
2011-12-07,2201.4599609375
2011-12-08,2159.169921875
2011-12-09,2142.93994140625
2011-12-12,2102.97998046875
2011-12-13,2089.300048828125
2011-12-14,2068.469970703125
2011-12-15,2038.969970703125
2011-12-16,1997.25
2011-12-19,1952.6400146484375
2011-12-20,1917.43994140625
2011-12-21,1939.050048828125
2011-12-22,1948.0899658203125
2011-12-23,1953.280029296875
2011-12-26,1972.02001953125
2011-12-27,1960.31005859375
2011-12-28,1935.8499755859375
2011-12-29,1928.1500244140625
2011-12-30,1932.06005859375
2012-01-02,1936.1199951171875
2012-01-03,1982.22998046875
2012-01-04,1980.1600341796875
2012-01-05,1979.5899658203125
2012-01-06,1979.25
2012-01-09,2016.760009765625
2012-01-10,2065.050048828125
2012-01-11,2092.10009765625
2012-01-12,2093.47998046875
2012-01-13,2128.300048828125
2012-01-16,2130.02001953125
2012-01-17,2157.669921875
2012-01-18,2138.68994140625
2012-01-19,2166.18994140625
2012-01-20,2166.1298828125
2012-01-23,2162.8701171875
2012-01-24,2186.27001953125
2012-01-25,2216.159912109375
2012-01-27,2235.669921875
2012-01-30,2191.72998046875
2012-01-31,2231.760009765625
2012-02-01,2264.64990234375
2012-02-02,2287.070068359375
2012-02-03,2313.3798828125
2012-02-06,2340.659912109375
2012-02-07,2335.52001953125
2012-02-08,2370.8798828125
2012-02-09,2404.60009765625
2012-02-10,2411.610107421875
2012-02-13,2417.070068359375
2012-02-14,2447.0
2012-02-15,2479.840087890625
2012-02-16,2502.659912109375
2012-02-17,2499.2099609375
2012-02-21,2523.7099609375
2012-02-22,2435.3798828125
2012-02-23,2417.25
2012-02-24,2401.360107421875
2012-02-27,2326.659912109375
2012-02-28,2390.639892578125
2012-02-29,2409.860107421875
2012-03-01,2399.280029296875
2012-03-02,2398.820068359375
2012-03-05,2380.9599609375
2012-03-06,2350.699951171875
2012-03-07,2346.909912109375
2012-03-09,2391.60009765625
2012-03-12,2407.22998046875
2012-03-13,2435.52001953125
2012-03-14,2432.830078125
2012-03-15,2404.159912109375
2012-03-16,2382.919921875
2012-03-19,2364.0
2012-03-20,2375.77001953125
2012-03-21,2410.389892578125
2012-03-22,2367.300048828125
2012-03-23,2376.2099609375
2012-03-26,2343.889892578125
2012-03-27,2342.56005859375
2012-03-28,2324.469970703125
2012-03-29,2330.219970703125
2012-03-30,2384.550048828125
2012-04-02,2414.89990234375
2012-04-03,2442.570068359375
2012-04-04,2439.580078125
2012-04-09,2409.969970703125
2012-04-10,2410.889892578125
2012-04-11,2402.6298828125
2012-04-12,2424.909912109375
2012-04-13,2406.239990234375
2012-04-16,2423.64990234375
2012-04-17,2441.52001953125
2012-04-18,2445.510009765625
2012-04-19,2448.25
2012-04-20,2428.239990234375
2012-04-23,2387.85009765625
2012-04-24,2380.969970703125
2012-04-25,2366.929931640625
2012-04-26,2357.64990234375
2012-04-27,2353.60009765625
2012-04-30,2380.949951171875
2012-05-02,2381.969970703125
2012-05-03,2357.330078125
2012-05-04,2313.43994140625
2012-05-07,2323.1298828125
2012-05-08,2290.580078125
2012-05-09,2259.409912109375
2012-05-10,2259.7099609375
2012-05-11,2239.52001953125
2012-05-14,2205.75
2012-05-15,2219.300048828125
2012-05-16,2194.840087890625
2012-05-17,2199.010009765625
2012-05-18,2198.1298828125
2012-05-21,2216.570068359375
2012-05-22,2202.989990234375
2012-05-23,2190.139892578125
2012-05-24,2203.6298828125
2012-05-25,2211.68994140625
2012-05-28,2229.570068359375
2012-05-29,2228.89990234375
2012-05-30,2206.8798828125
2012-05-31,2202.2099609375
2012-06-01,2172.169921875
2012-06-04,2168.35009765625
2012-06-05,2175.56005859375
2012-06-06,2215.929931640625
2012-06-07,2231.909912109375
2012-06-08,2238.639892578125
2012-06-11,2235.81005859375
2012-06-12,2245.550048828125
2012-06-13,2248.3798828125
2012-06-14,2227.669921875
2012-06-15,2240.219970703125
2012-06-18,2215.77001953125
2012-06-19,2221.929931640625
2012-06-20,2240.580078125
2012-06-21,2262.72998046875
2012-06-22,2265.409912109375
2012-06-25,2267.6298828125
2012-06-26,2265.239990234375
2012-06-27,2272.590087890625
2012-06-28,2277.35009765625
2012-06-29,2317.429931640625
2012-07-02,2335.669921875
2012-07-03,2348.43994140625
2012-07-04,2370.489990234375
2012-07-05,2408.219970703125
2012-07-06,2397.050048828125
2012-07-09,2367.489990234375
2012-07-10,2391.3798828125
2012-07-11,2386.0
2012-07-12,2369.2900390625
2012-07-13,2373.429931640625
2012-07-16,2356.77001953125
2012-07-17,2336.739990234375
2012-07-18,2345.97998046875
2012-07-19,2355.199951171875
2012-07-20,2348.860107421875
2012-07-23,2318.1298828125
2012-07-24,2319.6298828125
2012-07-25,2306.1201171875
2012-07-26,2257.090087890625
2012-07-27,2231.1298828125
2012-07-30,2261.39990234375
2012-07-31,2275.6201171875
2012-08-01,2300.530029296875
2012-08-02,2309.800048828125
2012-08-03,2303.8701171875
2012-08-06,2319.5400390625
2012-08-07,2327.25
2012-08-08,2320.06005859375
2012-08-09,2314.590087890625
2012-08-10,2310.179931640625
2012-08-13,2320.159912109375
2012-08-14,2333.02001953125
2012-08-16,2338.719970703125
2012-08-17,2337.68994140625
2012-08-21,2343.77001953125
2012-08-22,2336.7900390625
2012-08-23,2339.330078125
2012-08-24,2327.030029296875
2012-08-27,2301.659912109375
2012-08-28,2274.969970703125
2012-08-29,2255.02001953125
2012-08-30,2259.18994140625
2012-08-31,2258.550048828125
2012-09-03,2265.27001953125
2012-09-04,2276.090087890625
2012-09-05,2270.530029296875
2012-09-06,2280.81005859375
2012-09-07,2304.7099609375
2012-09-10,2327.22998046875
2012-09-11,2338.820068359375
2012-09-12,2350.2099609375
2012-09-13,2342.889892578125
2012-09-14,2358.669921875
2012-09-17,2381.699951171875
2012-09-18,2401.0400390625
2012-09-20,2383.219970703125
2012-09-21,2417.56005859375
2012-09-24,2433.18994140625
2012-09-25,2447.800048828125
2012-09-26,2455.139892578125
2012-09-27,2461.840087890625
2012-09-28,2489.22998046875
2012-10-01,2523.780029296875
2012-10-03,2547.60009765625
2012-10-04,2562.18994140625
2012-10-05,2540.10009765625
2012-10-08,2525.330078125
2012-10-09,2538.93994140625
2012-10-10,2496.1298828125
2012-10-11,2523.6201171875
2012-10-12,2523.179931640625
2012-10-15,2530.719970703125
2012-10-16,2514.989990234375
2012-10-17,2517.300048828125
2012-10-18,2547.60009765625
2012-10-19,2531.360107421875
2012-10-22,2527.0
2012-10-23,2522.6201171875
2012-10-25,2523.6201171875
2012-10-29,2487.02001953125
2012-10-30,2458.97998046875
2012-10-31,2477.300048828125
2012-11-01,2493.929931640625
2012-11-02,2501.840087890625
2012-11-05,2495.820068359375
2012-11-06,2516.8701171875
2012-11-07,2533.179931640625
2012-11-08,2532.340087890625
2012-11-09,2509.699951171875
2012-11-12,2521.389892578125
2012-11-15,2552.739990234375
2012-11-16,2525.3798828125
2012-11-19,2504.320068359375
2012-11-20,2480.840087890625
2012-11-21,2486.4599609375
2012-11-22,2494.02001953125
2012-11-23,2502.3798828125
2012-11-26,2523.010009765625
2012-11-27,2549.8798828125
2012-11-29,2573.14990234375
2012-11-30,2606.580078125
2012-12-03,2639.860107421875
2012-12-04,2640.840087890625
2012-12-05,2651.77001953125
2012-12-06,2671.8798828125
2012-12-07,2672.489990234375
2012-12-10,2689.330078125
2012-12-11,2658.97998046875
2012-12-12,2663.9599609375
2012-12-13,2626.0400390625
2012-12-14,2635.610107421875
2012-12-17,2654.830078125
2012-12-18,2676.340087890625
2012-12-19,2689.469970703125
2012-12-20,2680.0
2012-12-21,2635.72998046875
2012-12-24,2647.81005859375
2012-12-26,2663.919921875
2012-12-27,2648.3701171875
2012-12-28,2657.10009765625
2012-12-31,2669.860107421875
2013-01-01,2704.580078125
2013-01-02,2726.570068359375
2013-01-03,2746.85009765625
2013-01-04,2760.139892578125
2013-01-07,2769.030029296875
2013-01-08,2762.1298828125
2013-01-09,2753.320068359375
2013-01-10,2744.56005859375
2013-01-11,2706.31005859375
2013-01-14,2731.360107421875
2013-01-15,2736.31005859375
2013-01-16,2697.179931640625
2013-01-17,2697.469970703125
2013-01-18,2694.239990234375
2013-01-21,2695.6298828125
2013-01-22,2668.860107421875
2013-01-23,2639.010009765625
2013-01-24,2573.080078125
2013-01-25,2606.81005859375
2013-01-28,2610.610107421875
2013-01-29,2590.469970703125
2013-01-30,2589.75
2013-01-31,2593.969970703125
2013-02-01,2589.35009765625
2013-02-04,2561.320068359375
2013-02-05,2545.320068359375
2013-02-06,2548.280029296875
2013-02-07,2517.510009765625
2013-02-08,2492.75
2013-02-11,2490.2900390625
2013-02-12,2479.080078125
2013-02-13,2470.35009765625
2013-02-14,2432.260009765625
2013-02-15,2421.949951171875
2013-02-18,2434.340087890625
2013-02-19,2461.75
2013-02-20,2467.389892578125
2013-02-21,2428.0
2013-02-22,2429.639892578125
