date,close
2011-09-26,4486.5498046875
2011-09-27,4511.75
2011-09-28,4544.60009765625
2011-09-29,4539.7001953125
2011-09-30,4520.9501953125
2011-10-03,4499.7001953125
2011-10-04,4449.89990234375
2011-10-05,4494.25
2011-10-07,4518.39990234375
2011-10-10,4503.7001953125
2011-10-11,4529.2998046875
2011-10-12,4567.2001953125
2011-10-13,4519.4501953125
2011-10-14,4537.89990234375
2011-10-17,4529.39990234375
2011-10-18,4504.39990234375
2011-10-19,4575.14990234375
2011-10-20,4573.7998046875
2011-10-21,4568.10009765625
2011-10-24,4588.9501953125
2011-10-25,4655.75
2011-10-28,4772.4501953125
2011-10-31,4735.60009765625
2011-11-01,4699.0498046875
2011-11-02,4733.0
2011-11-03,4723.7998046875
2011-11-04,4748.9501953125
2011-11-08,4699.4501953125
2011-11-09,4631.35009765625
2011-11-11,4661.2001953125
2011-11-14,4697.64990234375
2011-11-15,4679.4501953125
2011-11-16,4646.2998046875
2011-11-17,4579.0
2011-11-18,4601.75
2011-11-21,4549.14990234375
2011-11-22,4585.85009765625
2011-11-23,4545.5498046875
2011-11-24,4613.10009765625
2011-11-25,4594.75
2011-11-28,4665.0
2011-11-29,4690.75
2011-11-30,4710.85009765625
2011-12-01,4685.75
2011-12-02,4744.60009765625
2011-12-05,4715.89990234375
2011-12-07,4639.39990234375
2011-12-08,4633.75
2011-12-09,4606.25
2011-12-12,4571.5498046875
2011-12-13,4595.9501953125
2011-12-14,4579.7001953125
2011-12-15,4602.4501953125
2011-12-16,4588.5498046875
2011-12-19,4553.9501953125
2011-12-20,4512.9501953125
2011-12-21,4559.0
2011-12-22,4581.39990234375
2011-12-23,4561.2001953125
2011-12-26,4552.75
2011-12-27,4540.25
2011-12-28,4551.14990234375
2011-12-29,4549.5498046875
2011-12-30,4576.25
2012-01-02,4567.60009765625
2012-01-03,4634.5
2012-01-04,4655.75
2012-01-05,4648.5498046875
2012-01-06,4658.60009765625
2012-01-09,4699.39990234375
2012-01-10,4747.2998046875
2012-01-11,4756.75
2012-01-12,4755.0498046875
2012-01-13,4752.0498046875
2012-01-16,4708.14990234375
2012-01-17,4745.2001953125
2012-01-18,4742.35009765625
2012-01-19,4813.5498046875
2012-01-20,4790.9501953125
2012-01-23,4782.25
2012-01-24,4791.60009765625
2012-01-25,4806.75
2012-01-27,4824.14990234375
2012-01-30,4823.5498046875
2012-01-31,4890.35009765625
2012-02-01,4888.2001953125
2012-02-02,4832.0
2012-02-03,4906.35009765625
2012-02-06,4904.5498046875
2012-02-07,4902.14990234375
2012-02-08,4892.85009765625
2012-02-09,4882.14990234375
2012-02-10,4837.9501953125
2012-02-13,4847.2001953125
2012-02-14,4795.9501953125
2012-02-15,4835.4501953125
2012-02-16,4832.75
2012-02-17,4833.9501953125
2012-02-21,4841.89990234375
2012-02-22,4804.0498046875
2012-02-23,4794.7001953125
2012-02-24,4781.10009765625
2012-02-27,4771.2998046875
2012-02-28,4815.35009765625
2012-02-29,4811.7001953125
2012-03-01,4827.25
2012-03-02,4873.4501953125
2012-03-05,4835.75
2012-03-06,4823.0
2012-03-07,4846.39990234375
2012-03-09,4889.35009765625
2012-03-12,4872.64990234375
2012-03-13,4902.35009765625
2012-03-14,4911.39990234375
2012-03-15,4893.7001953125
2012-03-16,4805.10009765625
2012-03-19,4810.35009765625
2012-03-20,4865.7998046875
2012-03-21,4909.4501953125
2012-03-22,4845.5
2012-03-23,4878.7001953125
2012-03-26,4836.5
2012-03-27,4883.64990234375
2012-03-28,4898.25
2012-03-29,4923.64990234375
2012-03-30,5036.60009765625
2012-04-02,5028.2001953125
2012-04-03,5002.4501953125
2012-04-04,4991.85009765625
2012-04-09,5024.5
2012-04-10,5020.4501953125
2012-04-11,5053.4501953125
2012-04-12,5047.85009765625
2012-04-13,5116.85009765625
2012-04-16,5115.7998046875
2012-04-17,5127.25
2012-04-18,5166.35009765625
2012-04-19,5216.35009765625
2012-04-20,5195.2998046875
2012-04-23,5177.7001953125
2012-04-24,5149.0498046875
2012-04-25,5160.85009765625
2012-04-26,5130.89990234375
2012-04-27,5137.60009765625
2012-04-30,5155.39990234375
2012-05-02,5163.4501953125
2012-05-03,5151.89990234375
2012-05-04,5184.5
2012-05-07,5161.25
2012-05-08,5112.0
2012-05-09,5113.75
2012-05-10,5090.0
2012-05-11,4970.64990234375
2012-05-14,5047.25
2012-05-15,5087.5498046875
2012-05-16,5048.75
2012-05-17,5033.60009765625
2012-05-18,5022.0498046875
2012-05-21,5052.7001953125
2012-05-22,5017.2001953125
2012-05-23,5016.89990234375
2012-05-24,5049.25
2012-05-25,5041.2001953125
2012-05-28,5064.25
2012-05-29,5051.89990234375
2012-05-30,5047.5498046875
2012-05-31,5047.64990234375
2012-06-01,4978.2001953125
2012-06-04,4942.75
2012-06-05,4954.25
2012-06-06,5007.2998046875
2012-06-07,5017.14990234375
2012-06-08,5024.14990234375
2012-06-11,4947.85009765625
2012-06-12,4936.4501953125
2012-06-13,4960.35009765625
2012-06-14,4937.5
2012-06-15,4985.9501953125
2012-06-18,4947.0
2012-06-19,5004.4501953125
2012-06-20,5065.7998046875
2012-06-21,5081.14990234375
2012-06-22,5075.2998046875
2012-06-25,5049.9501953125
2012-06-26,5095.9501953125
2012-06-27,5113.5498046875
2012-06-28,5111.5498046875
2012-06-29,5216.0
2012-07-02,5233.75
2012-07-03,5237.14990234375
2012-07-04,5235.5498046875
2012-07-05,5253.39990234375
2012-07-06,5259.60009765625
2012-07-09,5219.25
2012-07-10,5271.25
2012-07-11,5255.64990234375
2012-07-12,5251.10009765625
2012-07-13,5247.4501953125
2012-07-16,5312.5
2012-07-17,5345.2001953125
2012-07-18,5312.5498046875
2012-07-19,5318.85009765625
2012-07-20,5264.60009765625
2012-07-23,5257.5
2012-07-24,5276.85009765625
2012-07-25,5289.25
2012-07-26,5273.85009765625
2012-07-27,5287.0
2012-07-30,5379.35009765625
2012-07-31,5413.7998046875
2012-08-01,5476.4501953125
2012-08-02,5468.39990234375
2012-08-03,5506.14990234375
2012-08-06,5532.4501953125
2012-08-07,5529.5498046875
2012-08-08,5530.75
2012-08-09,5524.89990234375
2012-08-10,5502.85009765625
2012-08-13,5516.14990234375
2012-08-14,5496.0498046875
2012-08-16,5500.7001953125
2012-08-17,5524.9501953125
2012-08-21,5528.4501953125
2012-08-22,5551.5
2012-08-23,5603.2998046875
2012-08-24,5601.2998046875
2012-08-27,5600.5
2012-08-28,5613.14990234375
2012-08-29,5618.0
2012-08-30,5650.2998046875
2012-08-31,5648.9501953125
2012-09-03,5644.5498046875
2012-09-04,5645.0
2012-09-05,5578.14990234375
2012-09-06,5606.2001953125
2012-09-07,5680.85009765625
2012-09-10,5799.25
2012-09-11,5801.89990234375
2012-09-12,5789.85009765625
2012-09-13,5708.10009765625
2012-09-14,5632.5498046875
2012-09-17,5530.39990234375
2012-09-18,5527.14990234375
2012-09-20,5514.89990234375
2012-09-21,5506.14990234375
2012-09-24,5507.0498046875
2012-09-25,5526.60009765625
2012-09-26,5541.85009765625
2012-09-27,5538.7001953125
2012-09-28,5623.0
2012-10-01,5635.39990234375
2012-10-03,5673.39990234375
2012-10-04,5617.60009765625
2012-10-05,5532.10009765625
2012-10-08,5595.5498046875
2012-10-09,5679.2001953125
2012-10-10,5637.0
2012-10-11,5598.60009765625
2012-10-12,5622.2001953125
2012-10-15,5643.75
2012-10-16,5606.2998046875
2012-10-17,5626.4501953125
2012-10-18,5613.0498046875
2012-10-19,5590.0498046875
2012-10-22,5642.5498046875
2012-10-23,5631.4501953125
2012-10-25,5603.85009765625
2012-10-29,5570.0498046875
2012-10-30,5566.4501953125
2012-10-31,5667.0498046875
2012-11-01,5713.2998046875
2012-11-02,5736.7998046875
2012-11-05,5756.5
